company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Skanska Sverige AB,5560339086,10,55,Laurén; Eva Alexandra,217,183,Skanska Sverige AB|Skanska Mark och Exploatering Nya Hem AB|Fastighet 1 DPL 4 AB|Fastighets AB Jönköping Österbotten 4|Campus Port Karlskrona AB|Fastighet 2 DPL 4 AB|Skanska Mark och Exploatering Bygg AB|Skanska Nya Hem Lila AB|SMEBAB Ljuslila AB|Lövholmsgränd 12 Exploatering AB|Anroldö Fastighets AB|Skanska Hyresbostäder Projekt 1 AB|SMENHAB Fastighet Blå AB|SMEBAB Häradshövdingen AB|Halmstad Bonden 8 AB|SMEBAB Boländerna AB|Event Estate AB|Jarlaplatsen i Göteborg AB|SMEBAB Bärnsten AB|SMEBAB Rödgul AB|SMEBAB Kultur Inn AB|SMEBAB Pärlemor AB|SMEBAB Apell AB|SMEBAB Agat AB|AB Lövholmsgränd 12|Nya Brottkärr 5 AB|Drömfabriken i Bällsta AB|Uniqhus AB|SMEBAB Safirblå AB|Skanska Exploatering Kungsängen i Uppsala AB|Sjunde Himlen fastigheter AB|SMEBAB Cementen Kv G Bostäder AB|SMEBAB Mörkgul AB|SMEBAB Lavendel AB|SMENHAB Förvaltning Silver AB|Skanska Mark och Exploatering Invest AB|SMEBAB Hälsingland Holding AB|Handelsbolaget Rydebäcks Gård|Gåshaga Pirar Komplementär Aktiebolag|Skanska Projektutveckling Hyresbostäder Holding 7 AB|SMEBAB Dyblad AB|SMEBAB Granen AB|Skanska Mark och Exploatering Komplementär AB|SMEBAB Blåklocka AB|SMEBAB Fältsippa AB|Skanska Mark och Exploatering Bygg Komplementär AB|Kallebäck Elen 4 AB|SMEBAB Liljekonvalj AB|SMEBAB Berg AB|Citadellskajen 2 Ekonomisk förening|Frestaby Exploatering AB|SMEBAB Holding Södermanland AB|Skanska Mark och Exploatering Bygg Invest AB|SMEBAB Holding AB|Fastighet 16 DPL 3 AB|SMEBAB Ametist AB|SMEBAB Lundviva AB|SMEBAB Gulvial AB|SMEBAB Rödklöver AB|SMEBAB Tovsippa AB|SMENHAB Förvaltning Grå AB|SMEBAB Fastighetsutveckling AB|SMEBAB Dalsland Holding AB|Byggmarken 7 AB|Byggmarken 6 AB|SMEBAB Holding Ångermanland AB|Lövholmsgränd 12 i Stockholm AB|Galärdomen i Lund AB|Fastighets AB Lundaboken|Fastighets AB Lundahem|Täby P. 2 Ekonomisk förening|SMEBAB Fastigheter AB|Grisslingehöjden Aktiebolag|SMEBAB Förvaltning AB|Lövholmsgränd 12 Projektering AB|SMEBAB Vintervit AB|Ekonomisk förening Allén 1 Blå|Skanska Nya Hem Holding Gul AB|SMEBAB Holding Halland AB|SMEBAB Holding Värmland AB|SMEBAB Utveckling AB|Limhamns Sjöstad 7 Ekonomisk förening|SMEBAB Smaragdgrön AB|Skapan AB|Skanska Projektutveckling Hyresbostäder Holding 5 AB|Plånet Ekonomisk förening|SMEBAB Mörkrosa AB|SMEBAB Projektutveckling AB|Skanska Projektutveckling Hyresbostäder Holding AB|Limhamn kv L1 AB|SMENHAB Förvaltning Orange AB|Skanska Hyresbostäder Tornberget AB|SMENHAB Förvaltning Rosa AB|Skanska Nya Hem Holding Röd AB|SMENHAB Förvaltning Blå AB|SMEBAB Holding Uppsala AB|Skanska Kungsängen 3 Fastighets AB|Skanska Mark och Exploatering Invest nr 2 AB|Skanska Mark och Exploatering Invest nr 1 AB|SMENHAB Holding AB|Skanska Hyresbostäder Hovs Hagar AB|Järvastaden Fastighet Linnean AB|Ekonomisk förening Allén 2 Blå|SMEBAB Backvial AB|SMEBAB Mörkbrun AB|Skanska Nya Hem Kornblå Förvaltning AB|KvP 3 Fastighet AB|Skanska Kungsängen 5 Fastighets AB|Kallebäck Alet AB|SMENHAB Förvaltning Violett AB|SMEBAB Övertrycket 2 Aktiebolag|KvP 4 Fastighet AB|Limhamn kv L3 AB|Limhamn kv L2 AB|SMEBAB Backsippa AB|SMEBAB Bergmynta AB|SMENHAB Förvaltning Brun AB|Predio 11 Komplementär AB|Fastighet Sk 2 AB|Skanska Projektutveckling Hyresbostäder Holding 6 AB|Skärvet 11 Hyresbostäder AB|Parkkvarteret Fastighets AB|Täby P. 3 Ekonomisk förening|SMEBAB Invest Holding Omega AB|SMEBAB Götaland Holding AB|SMEBAB Ljusrosa AB|Limhamns Sjöstad 6 Ekonomisk förening|Limhamns Sjöstad 5 Ekonomisk förening|Limhamns Sjöstad 4 Ekonomisk förening|Limhamns Sjöstad 2 Ekonomisk förening|Limhamns Sjöstad 1 Ekonomisk förening|Nöddesta Holding AB|Krokslätt Nr 2A Ekonomisk förening|Krokslätt Nr 3A Ekonomisk förening|MP Väst nr 4 Ekonomisk förening|OneSkanska Holding 1 AB|SMEBAB Holding Lappland AB|Täby P. 1 Ekonomisk förening|SMEBAB Akleja AB|Trollhöjden Fastighets AB|SMEBAB Norrland Holding AB|SMEBAB Öland Holding AB|SMEBAB Vårkrage AB|Allrik AB|SMEBAB Lavasten AB|SMEBAB Holding Gotland AB|SMEBAB Rosen AB|SMEBAB Tussilago AB|SMEBAB Hagaporten Holding AB|Fastighets AB Solvattnet|SMEBAB Cementen Kv D AB|SMEBAB Stålgrå AB|SMENHAB Förvaltning Svart AB|SMEBAB Violett AB|SMEBAB Invest Holding Gårda AB|SMEBAB Holding Uppland AB|SMENHAB Förvaltning Grön AB|SMEBAB Sollentunamässan Kv 3 AB|SMEBAB Sollentunamässan Kv 1A AB|SMEBAB Kristall AB|SMEBAB Citrin AB|SMEBAB Terrakotta AB|SMEBAB Kommersiellt Holding AB|SMEBAB Blåsippa AB|Skanska Projektutveckling Hyresbostäder Holding 2 AB|Bromstenstaden Hyresrätt Mark AB|Elfängen Fastighets AB|SMEBAB Tallen AB|SMEBAB Eken AB|SMEBAB Förvaltning Holding Haga AB|SMEBAB Rubinröd AB|SMEBAB Ormbunke AB|Västlokaler AB|SMEBAB Vitsippa AB|SMEBAB Svealand Holding AB|SMEBAB Holding Småland AB|SMEBAB Havsblå AB|SMEBAB Holding Jämtland AB|SMEBAB Blåklint AB|SMEBAB Maskros AB|SMEBAB Västmanland Holding AB|SMEBAB Norrbotten Holding AB|SMEBAB Närke Holding AB|SMEBAB Nyponros AB|SMEBAB Rödklint AB|SMEBAB Röllika AB|Skanska Projektutveckling Hyresbostäder Holding 3 AB|Fastighets AB Sjösättningen|Järvastaden Fastighets Ängsklockan 1 AB|SMENHAB Förvaltning Cerise AB|OneSkanska Blå AB|OneSkanska Grön AB|OneSkanska Bålsta AB|OneSkanska Holding 2 AB|SMEBAB Vit AB|SMEBAB Kornblå AB|SMEBAB Projekt AB|SMEBAB Kalium AB|Skanska Projektutveckling Hyresbostäder Holding 4 AB|SMEBAB Lund Förståelsen AB|SMEBAB Lagun AB|SMEBAB Himmelsblå AB|SMEBAB Kaktus AB|SMEBAB Holding Skåne AB|SMEBAB Marmor AB|SMEBAB Fjärdingen AB|SMEBAB Stockholm Holding AB|SMEBAB Holding Haga AB|SMEBAB Holding Limhamn AB|SMEBAB Citrongul AB|SMEBAB Holding Malmö AB|SMEBAB Granitgrå AB|SMENHAB Fastighet Cerise AB|Insikten i Lund AB|SMEBAB Blekinge Holding AB|SMEBAB Sandvita AB|SMEBAB Vingvial AB
JM AB,5560452103,12,56,Skoglund; Hans Johan,3,13,Polhem Infra AB|Ideella föreningen Svenskt Näringsliv med firma   Svenskt Näringsliv|JM AB
Bravida Sverige AB,5561974188,8,55,Johansson; Per Evert Mattias,28,28,Bravida Holding AB|Bravida Sverige AB|Bravida Prenad AB|ABEKA El & Kraftanläggningar Aktiebolag|Bravida Säkerhet Aktiebolag|Solkraft EMK AB|SystemHouse Solutions AB|E/S Styromatic Aktiebolag|Erfator Projektledning AB|Svagströmsinstallationer i Norrköping AB|AM Elektriska AB|NPI Ventilation Aktiebolag|Ventfyran i Göteborg AB|Rörteamet Själevad Aktiebolag|Herberts Rör Aktiebolag|El-teknik i Gävle Aktiebolag|Flysta Elservice Aktiebolag|Kylteknik i Bohuslän AB|Karby VVS AB|Direct Larm Bergslagen AB|SanTek Kameraövervakning AB|E/S Elconsult Aktiebolag|Sprinklerinstallationer Sverige AB|Håll Nollan Serviceaktiebolag|Juhl Air Control AB|Bravida AB|Byggnadsaktiebolaget konstruktör|E/S Intressenter Aktiebolag
Veidekke Entreprenad AB,5565086583,8,54,Nyström; Mats Arne,10,32,Veidekke Entreprenad AB|Billström Riemer Andersson AB|Arcona Aktiebolag|Billström Riemer Andersson Bygg AB|Billström Riemer Andersson Mark AB|Veidekke Nära AB|Veidekke Prefab AB|Veidekke Sverige AB|Ljusharen AB|Lyckträff AB
NCC Industry Aktiebolag,5563023307,9,55,Jansson; Johan Olof,3,12,Tilia Redovisning AB|NCC Industry Aktiebolag|NCC Fräs Aktiebolag
Vattenfall Services Nordic AB,5564170859,8,53,Svensson; Dag Peter Juhani,2,8,Energibranschens Förhandlings- och                Arbetsgivarservice i Stockholm AB|Vattenfall Services Nordic AB
Caverion Sverige AB,5560528753,9,54,Mennander; Juha Edvard,4,16,Caverion Sverige AB|Huurre Sweden Aktiebolag|Caverion Internal Services AB|Misab Sprinkler & VVS Aktiebolag
Assemblin El AB,5560134628,7,45,Allthin; Fredrik Johan,7,29,Assemblin El AB|Assemblin Installation AB|Installatörsföretagen Service i Sverige AB|NIAB Norrlands Industrimontage AB|Assemblin Umeå Holding AB|Elteknikbranschens utveckling i Sverige AB|Allfran AB
Infranord AB,5567933089,11,57,Löfgren; Ulf Henrik,3,8,Bostadsrättsföreningen Dykärret 14|Infranord AB|Bostadsrättsföreningen Tjädern i Umeå
Peab Bostad AB,5562375161,4,51,Linder; Karl Göran Rickard,189,690,Peab Bostad AB|Fastighets AB Centur|Peab Fastighetsutveckling Syd AB|Tornet Bostadsproduktion AB|Peab Markutveckling AB|Kvarnholmen Utveckling AB|Peab Lokal AB|Peab Borås Exploatering AB|Peab Fastighetsutveckling Sverige AB|Peab Projektutveckling AB|Tullholmsvikens Parkerings AB|Hyllie Point 3 AB|Peab Fastighet AB|Peab Drotten 10 AB|Fastighets AB Partille 11|Actionbadet AB|Peab FU Almnäs AB|Telge Peab AB|Peab i Kungsbacka 9 Aktiebolag|Peab Ädellövskogen AB|Riksten Friluftsstad AB|PPE Holding AB|Holmenkvarnen 7 AB|Kokpunkten Fastighets AB|Ulriksdal Utveckling AB|Peab Sannegården AB|Peab FU Visby AB|Peab FU Bommen AB|Partille 11 Bostad 4A AB|Kompligens Fastigheter AB|Skånehus AB|Havrekvarnen 1 Holding AB|Peab Högsbo 34:6 AB|Verkstaden 17 i Västerås AB|Projektfastigheter Götaland AB|Båramo i Värnamo AB|LINDERCO Ekonomikonsult AB|Peab FU Jupiter 4 Aktiebolag|PeKum AB|Peab FU Jupiter 11 Aktiebolag|Peab Förskolan AB|Peab Construction Syd AB|Peab FU Rebbelberga 147 AB|Peab BU Drift AB|Scandinavian Mountains AB|Norrvikens Fastigheter AB|Acturum Development AB|Scandinavian Mountains Airport AB|Holmenkvarnen 8 AB|Fastighets AB Isolatorn|Hyllie Point 4 AB|Värby Fastighets AB|PPE Fastigheter i Kalmar AB|Peab Projektfastigheter Aktiebolag|BigBog AB|Kreaton AB|INSPI Sweden AB|Visio Exploatering AB|Strömstad Exploatering AB|Fastighets AB Spelhagen|Stora Hammar Exploatering AB|Holmenkvarnen 1 AB|Peab Bivacken i Växjö AB|Peab Söderbymalm 3:405 AB|Holmenkvarnen 5 AB|Peab FU Lager 2 AB|Fastighetsbolaget Måsbodarna Tre AB|Furuspecialen i Nyköping Fastighets AB|Peab Projektutveckling Väst AB|Fältjägaren 7 AB|Ale Exploatering Aktiebolag|Torghuset i Värnamo Aktiebolag|Eldslundfastigheter Sverige AB|Peab Utveckling Nord Aktiebolag|Hanbjelken Aktiebolag|Peab FU Ledvolten AB|Stockholms Kommersiella Fastighets Aktiebolag|Fastighetsaktiebolaget Ekudden|Peab Fastigheter i Växjö Aktiebolag|Peab FU Husbacka AB|Peab Fastighetsutveckling AB|Visio Råsunda Garage AB|Peab Hermelinen AB|Ulriksdal Sopsug AB|Peab FU Visby Exploatering AB|Peab Åkermyntan 10 AB|Peab Jockeyn AB|PEKO Fastighets AB|Överby Lager 2 AB|Havremjölet 1 AB|Peab Gamlestads Plaza AB|Fastighetsaktiebolaget Teide|Partille Port Holding AB|Fastighets AB Linjalen 2 i Nyköping|Kvarnholmen Holding AB|Strömbrytaren 1011 AB|Peab Holding AB|DGV i Enskede AB|Peab Kastanjeparken AB|Trollhättan Traversen 4 AB|Ljusta Projektutveckling AB|Peab FU Holding 2 AB|Peab FU Gennakern AB|Peab BU Holding 2 AB|Råsta Arenabostäder AB|Partille 11 Bostad BR 2 AB|Norrberga Exploaterings Aktiebolag|Peab FU Brevet AB|Partille 11 Bostad BR 1 AB|Peab Trading Väst AB|Peab FU Holding 4 AB|KV 1 Gård 1 AB|Peab i Valla AB|Havremjölet 4 AB|PPE KV 2 Holding AB|Strömbrytaren Holding AB|Peab FU Holding 7 AB|Peab BU Holding 7 AB|Peab FU Holding 6 AB|Peab Trading Öst AB|Peab Råsunda Holding AB|Peab Ägaarena 1 AB|Peab Drivaarena AB|Peab Racketen AB|Peab Trading Nord Aktiebolag|PeBri Glumslöv AB|Peab Alp Lodge AB|Peab FU Vintrie 1 AB|Peab Innovation H AB|Peab Österplan 2 i Örebro AB|Peab BU Holding 4 AB|White Campus Corner AB|Peab BU Holding 6 AB|Peab Trading Solna AB|Peab BU Holding 1 AB|Peab Hem AB|Peab FU Holding 1 AB|Havremjölet 3 AB|Peab FU Holding 5 AB|Rankhus Tomtutveckling AB|KV 2 Kalmar AB|HavreluddEtt AB|Peab BU Holding 3 AB|KV 1 Hyr 1 AB|Peab i Kungsbacka 8 Aktiebolag|Havremjölet 2 AB|Partille 11 Bostad Holding AB|Sicklaön Bygg Invest AB|Peab FU Holding 3 AB|Peab Österplan 3 i Örebro AB|Strömbrytaren 12 AB|Strandpromenaden Grunnan 1 AB|Fastighets AB Gamlestadens Smedja|Fastighets AB Partille 11:70|Peab Ädellövskogen 3 AB|Peab Tvärbanan AB|Fastighetsbolaget Arnö i Nyköping AB|Peab FU Vintrie 5 AB|Peab FU Finland AB|Peab BU Holding 9 AB|Villa Strå Fastighets AB|Bjurhovda Fastighets AB|Loviselunds Fastighets AB|PPE KV 1 Holding 1 AB|Vård 1 AB|Peab Fanna 32:28 AB|Peab Ängsviolen AB|PPE KV 1 Holding 2 AB|KV 1 Hyr 2 AB|KV 1 Hyr 3 AB|Point Hyllie Holding AB|Peab BU Holding 8 AB|Peab Messingen Kv4 AB|Överby Holding AB|Peab Teleterassen AB|Peab Täljö Strandängar AB|Åkanten Smedstabäcken AB|Peab Etage AB|Paletten i Valla AB|Havrekvarnen 2 Holding AB|Peab Landskampen AB|Peab Sturefors AB|Peab FU Holding 9 AB|Peab BU Holding 5 AB|Peab Flottiljen 26 AB|Peab Kungälv Holding AB|Fastighetsaktiebolaget Kronos|Peab Johanneslust AB|Peab FU Holding 8 AB
Siemens Aktiebolag,5560032921,10,56,Leksell; Per Mikael Gustaf,4,0,Siemens Aktiebolag|Siemens Industry Software AB|Siemens Mobility Aktiebolag|Mentor Graphics (Scandinavia) Aktiebolag
Tyréns AB,5561947986,10,58,Olofsson; Birgitta Sofie Annikki,3,13,Tyréns Group AB|Johanneberg Science Park AB|Tyréns AB
Tyréns AB,5561947986,10,58,Dozzi; Johan Rickard,5,12,Tyréns AB|ALMEGA Aktiebolag|Tyréns Solutions AB|Tyréns Group AB|Tyréns East AB
Strukton Rail Aktiebolag,5565719449,5,53,Oscarsson; Karl Johan,5,8,Strukton Rail Aktiebolag|RBS ban och signal AB|Sveriges Järnvägsentreprenörer AB|Strukton Rail Västerås AB|Strukton Railinfra AB
Ramboll Sweden AB,5561330506,6,47,Sörensen; Allan Niklas,2,4,Building Green in Sweden AB|Ramboll Sweden AB
Assemblin VS AB,5560536194,6,50,Aristiadis; Andreas,16,2,Assemblin VS AB|Installatörsföretagen Service i Sverige AB|Värmesvets Entreprenad i Eslöv Aktiebolag|Bankeryds Rör Aktiebolag|Industri och Värmemontage Werme AB|Botkyrka VVS & Fastighetsservice AB|Kalmar VVS- & El-Montage AB|Essen Rör Aktiebolag|SDC Stockholm Design & Construction AB|El & Installationsteknik i Stockholm AB|K.P. Svets & Smide Aktiebolag|TKI Teknikinstallationer Aktiebolag|SVENSSONS RÖRINSTALLATION I KINNA Aktiebolag|Lindahls Rör i Göteborg Aktiebolag|IVARSSONS RÖRLÄGGERI AB|TKI Invest AB
KONE Aktiebolag,5562344639,8,46,Horn; Kurt Edward,4,1,KONE Aktiebolag|Motala Hissar Aktiebolag
Zengun AB,5567799456,3,55,Nilsson; Nils Sture,8,46,Zengun AB|Zengun Group AB (publ)|Probitas AB|Roland Anderssons Bygg Aktiebolag|Zengun Holding AB|Elisabeth N AB|Nyängen Invest AB|Zengun Group Holding AB
SEHED Byggmästargruppen AB,5567675144,6,66,Neuberg; Peter Olof Mattias,6,2,SEHED Byggmästargruppen AB|Byggmästargruppen Stockholm BMG AB|SEHED Bygg Hälsingland AB|Ideella föreningen Stockholms Byggmästarförening  med firma; Stockholms Byggmästareförening|SEHED Tresson Förvaltning AB|Neuberg Group AB
Nordr Sverige AB,5565507307,3,53,Eriksson; Per Martin,15,196,Nordr Sverige AB|Looström & Gelin Konstruktionsbyrå AB|Fastighets AB Ö-berg|Gentilis Holding AB|Södra Hagalund Holding AB|Gentilis Holding 3 AB|Cembalon 12 Holding AB|Lindvika Holding Gul AB|Eneby Backar Bertil Holding AB|Eneby Backar August Holding AB|cembalon 13 Holding AB|Gentilis Holding 2 AB|Cembalon 11 Holding AB|Gullefjun G Holding AB|Lindvika Holding Vit AB
Arcona Aktiebolag,5560663196,3,61,Kvist; Peter Anders,6,5,Arcona Aktiebolag|Exengo Installationskonsult AB|BSK Arkitekter Aktiebolag|Arcona X AB|BSK Holding AB|Fastighets AB GTR
SWECO Civil AB,5565070868,nan,nan,Wallner; Sture Fredrik,3,2,SWECO Sverige AB|Sweco-Cowi Joint Venture AB|SWECO International AB
Infratek Sverige AB,5567026934,4,48,Karlsson; Karl Fredrik,2,5,Energibranschens Förhandlings- och                Arbetsgivarservice i Stockholm AB|Infratek Sverige AB
IN3PRENÖR Aktiebolag,5562412964,4,57,Kimby; Mats Gunnar,5,17,CRFO Sthlm AB|IN3PRENÖR Aktiebolag|Klarahus i Stockholm AB|IN3F AB|MGK Holding AB
IN3PRENÖR Aktiebolag,5562412964,4,57,Gustafsson Bysell; Anders Petter,5,16,CRFO Sthlm AB|IN3PRENÖR Aktiebolag|Klarahus i Stockholm AB|APGB Stockholm AB|IN3F AB
Züblin Scandinavia AB,5566716378,2,46,Haidenthaller; Christoph Michael,3,2,Riksbyggen Bostadsrättsförening Sollentunahus nr 3|Züblin Scandinavia AB|STRABAG Sverige AB
JM Entreprenad AB,5560608837,8,48,Benfatto; Christian Michele,1,2,JM Entreprenad AB
YIT Sverige AB,5562975143,3,40,Stendius; Lars Edvard,1,2,YIT Sverige AB
Gunnar Karlsen Sverige AB,5566075692,7,45,Krawe; Kjell Göran,7,7,Gunnar Karlsen Sverige AB|GK Rör AB|Rörcompaniet AB|Aktiebolaget Täby Rör|US Rörteknik AB|Framtiden Rådgivning Handelsbolag|Bostadsrättsföreningen Hagen 15
SVEAB Anläggning AB,5564318458,3,51,Nilsson; Per Johan,3,7,SVEAB Anläggning AB|Sveab Järnväg AB|SVEAB Materialförädling AB
Sandå Sverige AB,5564677119,3,58,Jansson; Anders Valdemar,12,63,Sandå Sverige AB|Krägga Maskin Aktiebolag|Uddevallamålarna Aktiebolag|Sandå Uppsala AB|Sandå Örebro AB|Sandå Stockholm AB|Sandå Halmstad AB|Sandå Umeå AB|Sandå Norrköping AB|Sandå Sundsvall AB|Ösby Park Parkering AB|Bostadsrättsföreningen Ösby Park
Sandå Sverige AB,5564677119,3,58,Trygg; Bernt Erik Johan,13,5,Sandå Sverige AB|Ideella föreningen Svenskt Näringsliv med firma   Svenskt Näringsliv|Uddevallamålarna Aktiebolag|Sandå Uppsala AB|Sandå Södermanland AB|Sandå Örebro AB|Sandå Stockholm AB|Sandå Halmstad AB|Sandå Umeå AB|Sandå Norrköping AB|Sandå Sundsvall AB|Måleriföretagen i Sveriges Serviceaktiebolag.|Bostadsrättsföreningen Silverhöjden i Sälen
Magnolia Bostad AB,5567977078,7,56,Tengelin; Johan Henrik,217,420,Magnolia Bostad AB|Magnolia Projekt 36 AB|Magnolia Produktion AB|Magnolia Utveckling AB|Sollentuna Stinsen JV AB|Sollentuna Stinsen Property 1 AB|Sleipner Projekt AB|Magnolia Projekt 33 AB|Adjutanten 2 AB|Svenska Vårdfastigheter AB|Sollentuna Stinsen Holding 1 AB|Magnolia Projekt 332 AB|Magnolia Vårdfastigheter Mellanbolag AB|Magnolia Parkering AB|Magnolia Projekt 37 AB|Fastighetsaktiebolaget Råbylund|Magnolia Projekt 53 AB|Magnolia Vårdfastigheter AB|Magnolia projekt 32 AB|Magnolia Projekt 52 AB|Magnolia Projekt 51 AB|Magnolia Projekt 522 AB|Svenska Vårdfastigheter Förvaltning 1 AB|Magnolia Projekt 531 AB|Magnolia Förvaltning 3 AB|Sambo Fastigheter 11 AB|Magnolia Projekt 35 AB|Magnolia Projekt 40 AB|Magnolia Projekt 41 AB|Magnolia Projekt 50 AB|Magnolia P 42 AB|Magnolia Projekt 38 AB|Magnolia Projekt AB|Magnolia Projekt 367 AB|Sambo Fastigheter 3 AB|Sambo Fastigheter 5 AB|Projektbolaget Eskilstuna Mesta 5:81 AB|Magnolia Projekt 513 AB|Yard Eskilstuna Holding AB|Magnolia Projekt 357 AB|Sambo Fastigheter 13 AB|Yard Örebro Holding AB|Magnolia Projekt 368 AB|Magnolia Projekt 365 AB|Magnolia Projekt 373 AB|KIASVA AB|Sambo Fastigheter 4 AB|Magnolia Projekt 521 AB|Magnolia Projekt 379 AB|Magnolia Projekt 377 AB|Magnolia Projekt 501 AB|Holding Senapsfabriken Parkering kv 3 AB|Magnolia Projekt 34 AB|Magnolia projekt 321 AB|Yard Luleå Fastighets AB|Magnolia Projekt 417 AB|Ormen Långe AB|Magnolia Projekt 39 AB|Sambo Fastigheter 7 AB|Sambo Fastigheter 6 AB|Magnolia Projekt 2 AB|Tegelhagen Holding 4 AB|Moutarde Holding Senapsfabriken etapp 2 AB|Ormen Korte AB|Magnolia Projekt 405 AB|Magnolia Projekt 345 AB|Magnolia Projekt 419 AB|Sambo Fastigheter 8 AB|Sambo Fastigheter 14 AB|Skeppsdals Mark och Bygg AB|Magnolia projekt 323 AB|Magnolia Projekt 426 AB|Magnolia Projekt 425 AB|Magnolia Projekt 423 AB|Magnolia Projekt 424 AB|H2 Helsingborg AB|Magnolia Fastigheter AB|Magnolia Projekt 505 AB|Falsterbo Utveckling AB|Kyrkum AB|Heleneborgen Fastigheter AB|Norefjell i Oslo Invest AB|Holding Senapsfabriken Parkering kv2 AB|Holding Senapsfabriken del av etapp 2 AB|Magnolia Capital AB|Magnolia Projekt 358 AB|Magnolia Projekt 375 AB|Magnolia Projekt 514 AB|Magnolia Projekt 562 AB|Magnolia Projekt 563 AB|Villa Bro Näs Holding 1 AB|Villa Bro Näs Holding 2 AB|Villa Ör Bro Holding AB|Magnolia Projekt 504 AB|Magnolia Projekt 561 AB|Kanikenäsholmen AB|Magnolia Projekt 32212 AB|Magnolia Projekt 32213 AB|Magnolia Projekt 3221 AB|Magnolia Projekt 32211 AB|Magnolia Projekt 322121 AB|Magnolia Projekt 322131 AB|Magnolia Projekt 5243 AB|Magnolia Projekt 544 AB|Darvest II AB|Projekthus 62 AB|Projekthus 61 AB|Ursvik 10 AB|Nynäshamn 16 AB|Sollentuna Stinsen Property 2 AB|Magnolia Projekt 564 AB|Magnolia Projekt 5611 AB|Magnolia Projekt 56 AB|Darvest AB|Magnolia Projekt 406 AB|Magnolia Norrland 11 AB|Projekthus 63 AB|Magnolia Arkitekter AB|Magnolia Projekt 5541 AB|Magnolia Projekt 4212 AB|Magnolia Projekt 4213 AB|Yard Östersund Söder Fastighets AB|Sollentuna Stinsen Property 9 Kommanditbolag|Yard Eskilstuna Fastighets AB|Sollentuna Stinsen Property 12 Kommanditbolag|Sollentuna Stinsen Property 11 Kommanditbolag|Sollentuna Stinsen Property 10 Kommanditbolag|Sambo Fastigheter 12 AB|Hasseludden 1:79 Fastighets AB|Magnolia Projekt 533 AB|Magnolia Projekt 378 AB|Ursvik 11 AB|Yard Luleå Holding AB|Magnolia Projekt 525 AB|Magnolia projekt 322 AB|Magnolia Projekt 5224 AB|Yard Örebro Fastighets AB|Magnolia Projekt 4241 AB|Magnolia Projekt 551 AB|Magnolia Projekt 555 AB|Magnolia Projekt 4261 AB|Magnolia Projekt 381 AB|Magnolia Projekt 4251 AB|Magnolia Heleneborgen AB|Magnolia Projekt 420 AB|Magnolia Projekt 4231 AB|Magnolia Projekt 30 AB|Magnolia Senap Invest AB|Magnolia Projekt 382 AB|Magnolia Projekt 366 AB|Magnolia Projekt 31 AB|Magnolia Projekt 393 AB|Magnolia Projekt 391 AB|Magnolia Projekt 395 AB|Magnolia Projekt 534 AB|Projektbolaget M 5:81 AB|Magnolia Projekt 512 AB|Villa Ör Bro JV AB|Magnolia Projekt 5711 AB|Magnolia Projekt 5731 AB|Magnolia Projekt 5751 AB|Örnäs Holding 2 AB|Magnolia Projekt 5331 AB|Örnäs Holding 1 AB|Magnolia Fastigheter 2 AB|Magnolia Projekt 384 AB|Magnolia Projekt 322111 AB|Scramble Förvaltning AB|Magnolia Projekt 545 AB|Magnolia Projekt 371 AB|Sollentuna Stinsen Property 6 AB|Sollentuna Stinsen Property 8 AB|Sollentuna Stinsen Property 4 AB|Sollentuna Stinsen Property 7 AB|Magnolia Projekt 515 AB|Magnolia Projekt 54 AB|Magnolia Projekt 541 AB|Magnolia Projekt 542 AB|Magnolia Projekt 3791 AB|Sollentuna Stinsen Property 5 AB|Sollentuna Stinsen Property 3 AB|Magnolia Projekt 511 AB|Magnolia Projekt 32214 AB|Magnolia Projekt 32215 AB|Magnolia Projekt 322141 AB|Magnolia Projekt 322151 AB|Yard Östersund Holding AB|Magnolia Projekt 5244 AB|Magnolia Projekt 5245 AB|Magnolia Projekt 5221 AB|Magnolia Projekt 5411 AB|Magnolia Projekt 5721 AB|Magnolia Projekt 584 AB|Magnolia Projekt 582 AB|Magnolia Projekt 583 AB|Magnolia Projekt 585 AB|Magnolia Holding 3 byggbolag AB|Magnolia H4 byggbolag AB|Magnolia Projekt 5811 AB|Föreställningen 1 Norrköping AB|Magnolia Projekt 595 AB|Magnolia Projekt 591 AB|Magnolia Projekt 592 AB|Magnolia Projekt 593 AB|Magnolia Projekt 594 AB|Magnolia Projekt 503 AB|Magnolia Projekt 523 AB|Magnolia Projekt 55 AB|Magnolia Projekt 554 AB|Magnolia Projekt 57 AB|Magnolia Projekt 571 AB|Magnolia Projekt 572 AB|Magnolia Projekt 573 AB|Magnolia Projekt 575 AB|Magnolia Projekt 58 AB|Magnolia Projekt 581 AB|Magnolia Projekt 59 AB
Siemens Gamesa Renewable Energy Aktiebolag,5590788666,3,49,Carlsson; Hans Gunnar,6,1,Siemens Gamesa Renewable Energy Aktiebolag|Siemens Gamesa Renewable Energy Sweden AB|Senvion Scandinavia AB|Lingbo SPW AB|Fanbyn2 Vindenergi AB|Lindomberget Vindenergi AB
