company,id,year,net_sales,other_sales,op_profit_ebit,prof_after_net_fin_items,results,sub_unpaid_cap,fixed_assets,current_assets,assets,equity,untaxed_reserves,provisions,lt_liabilities,curr_liabilities,lia_and_equity,salar_board_ceo,royalties_board_ceo,sal_other_empl,perf_other_empl,social_exp,dividends,revenue,num_employes,net_sales_empl,pers_cost_empl,op_prof_ebitda,net_change,du_pont_model,prof_margin,gross_prof,working_cap,solidity,quick_ratio
Assemblin Ventilation AB,5567289177,2016,669654,385,3675,-3504,-27721,0,124076,142170,266246,47496,230,9541,2000,206979,266246,2011,0,118979,0,54102,0,670039,267,2508,676,19954,"-9,57%","-1,28%","-0,51%","37,64%","-9,68%","17,91%","68,69%"
SVEAB Anläggning AB,5564318458,2016,1455072,-,-23316,-25246,-1216,0,15305,564108,579413,65229,8984,464,0,504735,579413,6528,-,148702,-,63601,0,1455072,308,4724,710,-17211,"3,44%","-3,91%","-1,56%","2,97%","4,08%","12,47%","111,76%"
Sandå Sverige AB,5564677119,2017,1472852,40979,129635,129814,94770,0,42829,390566,433395,94002,9209,8353,70,321761,433395,11683,2034,630805,-,255700,0,1513831,1493,987,619,137753,"0,39%","30,06%","8,84%","80,07%","4,67%","21,69%","120,70%"
HMB Construction AB,5564830957,2017,1316838,2,96454,102178,81768,0,41184,409914,451098,97078,44092,3017,0,306911,451098,3983,0,124286,0,54049,64000,1316840,263,5007,693,96938,"23,79%","22,93%","7,86%","8,18%","7,82%","29,14%","133,56%"
FARRE Invest AB,5567426399,2013,0,-,-4,-4,-4,0,2056,6,2062,1886,0,0,0,176,2062,0,-,0,-,0,0,0,0,-,-,-4,-,-,-,-,-,"91,46%","3,41%"
Gunnar Karlsen Sverige AB,5566075692,2013,603829,694,23697,24829,13307,0,2192,159889,162081,40625,5200,0,7601,108655,162081,2625,-,132989,-,54735,0,604523,298,2026,652,24811,"14,06%","15,33%","4,12%","46,75%","8,48%","27,57%","146,22%"
JM Entreprenad AB,5560608837,2011,1986,-,84,83,60,0,6,608,614,101,0,53,0,459,614,2113,702,84807,-,84807,0,1986,455,4,377,331,"-99,87%","13,68%","4,23%","7,65%","7,50%","16,45%","132,46%"
YIT Sverige AB,5562975143,2012,1294608,-,46693,44816,24416,0,63971,219375,283346,69704,11403,5317,0,196922,283346,0,-,103926,-,44722,0,1294608,182,7113,900,54908,"130,89%","16,62%","3,64%","31,38%","1,73%","27,57%","107,91%"
Assemblin Ventilation AB,5567289177,2015,740505,5136,3117,3014,-25928,0,117248,140694,257942,75218,40,6903,0,175781,257942,1867,-,119379,-,52341,0,745641,265,2794,679,19726,"-0,12%","1,23%","0,43%","33,56%","-4,74%","29,17%","80,04%"
SVEAB Anläggning AB,5564318458,2015,1406680,-,8171,7893,8200,0,20067,388533,408600,66445,37073,605,80,304397,408600,5541,-,145425,-,59293,0,1406680,290,4851,725,14950,"17,71%","2,11%","0,61%","4,62%","5,98%","23,34%","127,64%"
Bilfinger Industrial Services Sweden AB,5566816111,2019,1361725,21215,20491,17693,6791,0,42384,411324,453708,118720,0,57116,0,277872,453708,2130,-,412847,-,183205,0,1382940,878,1551,738,29064,"-0,43%","4,52%","1,51%","60,79%","9,80%","26,17%","146,46%"
Gärahovs Bygg Aktiebolag,5565040036,2019,1280940,2577,36547,34922,19487,0,52936,308124,361060,117324,18635,1300,30000,193801,361060,1324,-,61108,-,27318,0,1283517,131,9778,714,37964,"-10,55%","10,52%","2,97%","6,89%","8,92%","36,52%","112,51%"
Sandå Sverige AB,5564677119,2016,1467097,18105,102028,103393,20830,0,29453,373455,402908,76522,7528,6802,111,311945,402908,12138,-,624619,-,259945,0,1485202,1359,1080,672,112140,"4,42%","25,80%","7,08%","77,99%","4,19%","18,99%","119,18%"
HMB Construction AB,5564830957,2016,1063742,236,74893,76816,63197,0,28032,375276,403308,70311,45626,3043,0,284328,403308,3887,-,107406,-,49656,55000,1063978,231,4605,697,75392,"25,57%","19,22%","7,29%","8,09%","8,55%","26,26%","131,99%"
FARRE Invest AB,5567426399,2012,0,-,-2,-2,-2,0,1914,0,1914,1890,0,0,0,24,1914,0,-,0,-,0,0,0,0,-,-,-2,-,-,-,-,-,"98,75%","0,00%"
Gunnar Karlsen Sverige AB,5566075692,2012,529406,1064,23634,23979,19479,0,2844,147231,150075,45318,0,0,5617,99140,150075,1964,-,123052,-,51445,0,530470,296,1789,604,26810,"17,26%","16,16%","4,58%","50,00%","9,08%","30,20%","147,34%"
JM Entreprenad AB,5560608837,2010,1495780,-,95071,93860,68893,0,5097,617642,622739,101518,0,43009,0,478212,622739,2748,1568,171310,-,79903,0,1495780,416,3596,610,95313,-,"15,27%","6,36%","10,27%","9,32%","16,30%","129,16%"
YIT Sverige AB,5562975143,2011,560714,-,27486,26753,19641,0,26238,127167,153405,45288,0,0,0,108117,153405,0,-,53633,-,19182,0,560714,92,6095,846,29510,"131,90%","18,31%","5,01%","43,78%","3,40%","29,52%","117,62%"
Assemblin Ventilation AB,5567289177,2014,741379,3229,14282,12624,-18405,0,129078,139012,268090,101146,40,8205,0,158700,268090,1856,-,116781,-,49995,0,744608,269,2756,643,31124,"-8,32%","5,50%","1,99%","34,05%","-2,66%","37,74%","87,59%"
SVEAB Anläggning AB,5564318458,2014,1195031,-,45705,46280,24507,0,16348,370702,387050,83245,44645,877,685,257598,387050,11824,-,136635,-,58163,0,1195031,265,4510,780,51649,"4,04%","12,10%","3,92%","9,24%","9,46%","30,50%","143,91%"
Bilfinger Industrial Services Sweden AB,5566816111,2018,1367601,5321,-16801,-19428,-16411,0,62054,459981,522035,111929,0,58630,0,351476,522035,3420,-,414800,-,183085,0,1372922,894,1530,724,-4554,"15,34%","-3,22%","-1,23%","60,32%","7,93%","21,44%","129,53%"
Gärahovs Bygg Aktiebolag,5565040036,2018,1432029,1731,26115,22203,12318,0,53491,256389,309880,97837,9935,0,30000,172108,309880,1278,-,58098,-,24822,0,1433760,121,11835,717,27451,"64,26%","8,48%","1,83%","21,57%","5,89%","34,07%","140,87%"
Oscar Properties Bygg AB,5568247984,2018,1252302,6308,-60544,-68029,-68029,0,84,626467,626552,314647,0,0,0,311905,626552,642,-,12385,-,8647,0,1258610,18,69572,1204,-60068,"-20,96%","-9,66%","-4,83%","-0,28%","25,12%","50,22%","200,85%"
Sandå Sverige AB,5564677119,2015,1405006,27135,77334,77357,13465,0,37013,336028,373041,55768,7582,4796,1228,303667,373041,12044,1122,614455,-,239669,0,1432141,1388,1012,639,88169,"3,13%","21,03%","5,58%","78,84%","2,30%","14,95%","110,14%"
HMB Construction AB,5564830957,2015,847164,33,39044,38794,26215,0,23517,227490,251007,38457,49499,2000,0,161051,251007,2623,-,96388,-,43896,31343,847197,196,4322,729,39684,"4,24%","15,89%","4,71%","5,63%","7,84%","30,70%","141,25%"
FARRE Invest AB,5567426399,2011,0,-,-35,-35,-35,0,1914,0,1914,1892,0,0,0,22,1914,0,-,0,-,0,0,0,0,-,-,-35,-,-,-,-,-,"98,85%","0,00%"
Gunnar Karlsen Sverige AB,5566075692,2011,451496,584,-13858,-13952,-13952,0,9904,108831,118735,25839,0,0,5617,87279,118735,1470,-,116959,-,50856,0,452080,293,1541,589,-10362,"4,12%","-11,45%","-3,01%","49,67%","4,77%","21,76%","122,78%"
YIT Sverige AB,5562975143,2010,241795,-,17116,16284,11809,0,2353,42294,44646,25647,0,0,0,18999,44646,0,-,31170,-,10608,0,241795,36,6717,1267,17469,-,"38,34%","7,08%","79,23%","9,63%","57,45%","222,61%"
Assemblin Ventilation AB,5567289177,2013,808696,5771,21699,22658,13799,0,147279,132774,280053,120325,40,7160,0,152528,280053,1459,0,113449,0,50193,0,814467,263,3075,651,38853,"201,53%","9,05%","3,13%","31,84%","-2,44%","42,98%","87,05%"
SVEAB Anläggning AB,5564318458,2013,1148665,-,44922,45735,29364,0,14685,285668,300353,83738,33180,2484,1291,179660,300353,10789,-,118797,-,48471,25000,1148665,252,4558,707,50132,"34,65%","15,44%","4,04%","7,90%","9,23%","36,50%","159,00%"
Bilfinger Industrial Services Sweden AB,5566816111,2017,1185685,2478,-1101,-3126,-7940,0,63710,381923,445633,128340,0,58676,0,258617,445633,2934,-,396486,-,170994,0,1188163,908,1306,676,16560,"0,58%","-0,22%","-0,08%","66,27%","10,40%","28,80%","146,10%"
Gärahovs Bygg Aktiebolag,5565040036,2017,871824,565,7766,5452,2845,0,73855,323894,397749,85519,3875,0,34000,274355,397749,1477,-,42576,-,17495,0,872389,131,6655,485,8470,-,"2,02%","0,92%","5,87%","5,68%","22,26%","51,09%"
Oscar Properties Bygg AB,5568247984,2017,1584444,-,-18469,-21924,-963,0,439,1226752,1227191,382675,0,0,0,844516,1227191,2553,-,29629,-,13842,0,1584444,54,29342,941,-17811,"65,30%","-1,50%","-1,17%","100,00%","24,12%","31,18%","145,26%"
Sandå Sverige AB,5564677119,2014,1362424,35960,85767,84003,21151,0,47163,367832,414995,74497,7364,3206,6332,323596,414995,13165,1404,597229,-,223260,0,1398384,1512,901,567,97785,"-1,01%","20,77%","6,33%","79,32%","3,25%","17,95%","113,27%"
HMB Construction AB,5564830957,2014,812740,-,38460,39130,28179,0,24200,210662,234862,45824,44746,2000,0,142292,234862,3703,-,87511,-,37132,33582,812740,196,4147,655,39095,"-5,35%","16,76%","4,84%","5,90%","8,41%","34,37%","148,05%"
FARRE Invest AB,5567426399,2010,0,-,-5,-5,-5,0,1819,233,2053,86,0,0,1964,3,2053,0,0,0,0,0,0,0,0,-,-,-5,-,-,-,-,-,"4,19%","7766,67%"
Gunnar Karlsen Sverige AB,5566075692,2010,433634,1363,2007,1890,7090,0,12345,115386,127731,26291,0,0,5617,95823,127731,1301,-,100097,-,42641,0,434997,264,1643,562,5535,-,"1,66%","0,49%","47,16%","4,51%","20,58%","118,68%"
Assemblin Ventilation AB,5567289177,2012,268197,178,8888,6905,3867,0,208143,48987,257130,97281,0,1304,0,158545,257130,1726,-,30491,-,14230,0,268375,66,4064,741,12203,"1101,92%","3,85%","3,69%","29,83%","-40,85%","37,83%","30,90%"
SVEAB Anläggning AB,5564318458,2012,853047,-,29023,30326,17072,0,21903,231363,253266,76870,23551,10101,1896,140848,253266,7520,-,113247,-,42806,20000,853047,232,3677,705,34102,"9,40%","12,26%","3,64%","7,97%","10,61%","37,20%","164,24%"
Bilfinger Industrial Services Sweden AB,5566816111,2016,1178807,1862,30368,27641,17168,0,80038,374537,454575,136280,0,59168,0,259127,454575,2726,-,412320,-,172618,0,1180669,929,1269,668,49437,"-5,92%","6,68%","2,58%","66,98%","9,79%","29,98%","142,78%"
Gärahovs Bygg Aktiebolag,5565040036,2017,1280553,1148,-7263,-9355,97,0,74818,282594,357412,82674,2317,0,30000,242421,357412,2833,0,64633,0,20805,0,1281701,148,8652,649,-6233,"35,55%","-1,91%","-0,53%","1,38%","3,14%","23,64%","56,23%"
Oscar Properties Bygg AB,5568247984,2016,958505,-,-1011,-1585,-322,0,1097,314154,315251,3438,0,0,0,311813,315251,-,-,-,-,-,0,958505,47,20394,490,-353,"65,69%","-0,32%","-0,10%","100,00%","0,24%","1,09%","100,75%"
Sandå Sverige AB,5564677119,2013,1376332,6532,7943,5723,2003,0,47931,291881,339812,15041,3916,3994,0,316861,339812,19100,1188,598004,-,238682,0,1382864,1599,861,550,20932,"0,08%","2,62%","0,65%","78,23%","-1,81%","4,43%","91,63%"
HMB Construction AB,5564830957,2013,858634,-,55461,60185,39728,0,19854,242411,262265,55705,42097,2000,0,162463,262265,3007,0,85530,0,33685,38060,858634,205,4188,596,56091,"33,50%","22,95%","7,01%","7,50%","9,31%","33,76%","149,21%"
Assemblin Ventilation AB,5567289177,2011,22314,85,364,25722,25972,0,189972,17192,207164,71561,0,0,280,135322,207164,1642,-,5775,-,3930,0,22399,11,2029,1072,853,"0,24%","14,67%","136,20%","87,99%","-529,40%","34,54%","12,70%"
SVEAB Anläggning AB,5564318458,2011,779782,-,21002,21567,11686,0,23139,239320,262459,65251,17057,10390,1611,168150,262459,6127,-,88701,-,36348,0,779782,190,4104,690,24579,"23,74%","8,60%","2,89%","6,28%","9,13%","29,65%","142,27%"
Bilfinger Industrial Services Sweden AB,5566816111,2015,1253008,8212,29896,26230,16826,0,92555,391883,484438,119111,0,59944,0,305383,484438,3581,-,419898,-,171906,0,1261220,957,1309,640,53843,"22,84%","6,27%","2,42%","79,77%","6,90%","24,59%","126,50%"
Åhlin & Ekeroth Byggnads AB,5566847926,2019,1368763,3120,66333,66115,37892,0,6001,363883,369884,25398,94464,1919,0,248103,369884,1290,0,205480,-,83141,0,1371883,440,3111,659,75889,"54,77%","17,95%","4,85%","10,71%","8,46%","26,79%","146,67%"
Logistic Contractor AB,5569386963,2019,1073554,180358,208854,218259,185787,0,23135,978190,1001325,426577,0,12490,0,562258,1001325,3004,-,33627,-,24994,0,1253912,50,21471,1427,216316,"11,98%","22,68%","21,15%","13,75%","38,74%","42,60%","173,98%"
MVB Syd AB,5560761214,2019,1227674,-,88112,88090,18480,0,9188,496182,505370,72545,43855,1225,0,387746,505370,3,-,131,-,55,0,1227674,296,4148,1,88112,"17,93%","17,44%","7,18%","8,35%","8,83%","21,12%","127,97%"
Gärahovs Bygg Aktiebolag,5565040036,2016,944725,1848,9854,11624,8845,0,44996,225977,270973,37577,12003,0,0,221393,270973,2444,-,53493,-,20633,0,946573,136,6947,577,10902,"110,91%","4,88%","1,40%","8,94%","0,49%","17,32%","78,01%"
Oscar Properties Bygg AB,5568247984,2015,578510,-,1725,250,-4645,0,1755,249186,250941,3760,1688,0,0,245493,250941,1343,-,19513,-,9515,0,578510,37,15635,855,2383,"33,76%","0,70%","0,30%","100,00%","0,64%","2,02%","101,50%"
Sandå Sverige AB,5564677119,2012,1375256,21535,2049,-180,-12664,0,57605,330176,387781,18505,4638,1411,0,363227,387781,15322,1572,629090,-,233610,0,1396791,1714,802,526,14537,"-1,54%","1,04%","0,29%","79,01%","-2,40%","4,77%","90,34%"
HMB Construction AB,5564830957,2012,643167,-,9793,10877,7639,0,20126,186700,206826,31648,32199,3000,0,139979,206826,2903,-,76357,-,31277,15672,643167,187,3439,591,10408,"9,14%","5,28%","1,70%","2,82%","7,26%","26,78%","132,54%"
Assemblin Ventilation AB,5567289177,2010,22261,113,-164,-915,-915,0,168528,52658,221186,60157,0,0,7500,153528,221186,1850,-,5481,-,3803,15375,22374,10,2226,1123,539,-,"0,23%","2,26%","86,43%","-453,12%","27,20%","34,30%"
SVEAB Anläggning AB,5564318458,2010,630164,85,7778,9362,4176,0,14726,181934,196660,60935,13384,5377,203,116761,196660,6794,-,86871,-,36164,0,630249,195,3232,666,7788,-,"4,84%","1,51%","7,34%","10,34%","36,00%","155,71%"
Bilfinger Industrial Services Sweden AB,5566816111,2014,1020016,-,6727,1684,-493,0,175266,238580,413846,102285,0,60239,0,251322,413846,1850,-,371616,-,150967,0,1020016,1043,978,512,38164,"2,41%","1,74%","0,70%","79,29%","-1,25%","24,72%","91,49%"
Åhlin & Ekeroth Byggnads AB,5566847926,2018,884413,10087,30332,40047,27131,0,60776,228465,289241,38230,54421,1891,0,194699,289241,1403,0,133486,0,56562,25000,894500,287,3082,667,31511,"-10,80%","13,96%","4,56%","9,10%","3,82%","27,89%","117,34%"
Logistic Contractor AB,5569386963,2018,958732,133371,140570,140862,123959,0,30361,610351,640712,256042,0,8353,0,376317,640712,4468,-,29981,-,18847,0,1092103,43,22296,1400,147966,"0,21%","23,15%","15,47%","100,00%","24,41%","39,96%","162,19%"
MVB Syd AB,5560761214,2018,1040982,-,57648,58451,12350,0,7348,470704,478052,64065,49789,1335,0,362863,478052,3288,-,119656,-,50372,10000,1040982,286,3640,606,57648,"28,03%","12,23%","5,62%","6,93%","10,36%","21,52%","129,72%"
Gärahovs Bygg Aktiebolag,5565040036,2015,447920,4807,-746,-359,112,0,57336,99629,156965,28732,10924,0,821,116488,156965,2168,-,45505,-,15812,0,452727,138,3246,465,93,"98,12%","0,38%","0,13%","18,02%","-3,76%","23,73%","58,09%"
Nåiden Bygg Aktiebolag,5563264216,2019,1173281,5911,47009,46720,36013,0,55363,261432,316795,43803,0,1041,33260,238692,316795,3122,-,100828,-,46210,0,1179192,255,4601,609,48440,"41,05%","15,13%","4,08%","18,42%","1,94%","13,83%","109,53%"
Oscar Properties Bygg AB,5568247984,2014,432503,29,-520,-1775,-5207,0,2412,119483,121896,8405,1688,0,0,111803,121896,1027,-,15009,-,6032,0,432532,23,18804,987,-318,"29,06%","-0,38%","-0,11%","100,00%","1,78%","7,98%","106,87%"
Sandå Sverige AB,5564677119,2011,1396701,3670,30742,25301,11130,0,66442,329594,396036,48856,6596,2726,911,336947,396036,16540,1356,624299,-,226878,0,1400371,1693,825,516,41210,"1,03%","8,13%","2,30%","78,20%","-0,53%","12,34%","97,12%"
HMB Construction AB,5564830957,2011,589321,-,3139,6152,5032,0,20820,157838,178658,35204,31847,2000,0,109607,178658,2161,-,72685,-,29155,11194,589321,185,3186,562,3700,"-6,95%","3,46%","1,05%","2,10%","8,18%","32,84%","144,00%"
Bilfinger Industrial Services Sweden AB,5566816111,2013,995991,-,15410,10446,6274,0,203565,219922,423487,102778,0,49165,0,271544,423487,2033,-,339053,-,131071,0,995991,895,1113,597,48254,"83,35%","3,89%","1,65%","80,88%","-5,18%","24,27%","77,31%"
Åhlin & Ekeroth Byggnads AB,5566847926,2017,991530,9098,44760,54728,35534,0,58500,262750,321250,61099,46760,1499,0,211892,321250,1701,-,137710,-,55174,50000,1000628,305,3251,638,45956,"7,93%","17,07%","5,53%","9,06%","5,13%","30,37%","124,00%"
Nordex Sverige AB,5567569792,2019,1175802,50120,-87630,-88780,-88780,0,97558,696157,793715,250,0,497,0,792968,793715,3044,0,32144,0,14913,0,1225922,50,23516,929,-87133,"519,62%","-11,04%","-7,45%","1,97%","-8,23%","0,03%","87,16%"
Magnolia Bostad AB,5567977078,2019,751000,425000,380000,208000,171000,0,1721000,2278000,3999000,1080000,103000,0,1778000,1038000,3999000,17000,3000,71000,8000,46000,0,1176000,96,7823,1396,389000,"-28,75%","9,93%","52,86%","5,86%","165,11%","27,01%","112,14%"
Logistic Contractor AB,5569386963,2017,956711,52433,96288,98157,44543,0,37630,522119,559749,142030,0,7876,0,409843,559749,2565,-,22193,-,16966,0,1009144,38,25177,1235,103683,"13,72%","17,73%","10,38%","100,00%","11,74%","25,37%","127,39%"
MVB Syd AB,5560761214,2017,813050,-,24161,24107,8823,0,7294,368981,376275,61714,47604,1470,0,265486,376275,1188,0,11099,0,45727,10000,813050,263,3091,221,24161,"-20,65%","6,42%","2,97%","4,75%","12,73%","26,27%","138,98%"
Gärahovs Bygg Aktiebolag,5565040036,2014,226082,449,1016,4792,3777,0,62318,29609,91927,26565,10654,0,1597,53111,91927,1886,-,27295,-,9842,0,226531,74,3055,538,1378,"-16,59%","5,66%","2,30%","25,41%","-10,40%","37,94%","55,47%"
Nåiden Bygg Aktiebolag,5563264216,2018,831846,1319,8763,14475,12563,0,52891,195507,248398,27704,0,1077,46959,172657,248398,2130,-,89525,-,37669,20000,833165,219,3798,627,10077,"-3,79%","6,63%","1,98%","19,06%","2,75%","11,15%","113,23%"
Oscar Properties Bygg AB,5568247984,2013,335107,-,6454,3472,2007,0,4550,93349,97898,13612,1688,0,0,82598,97898,-,-,13514,-,5487,0,335107,23,14570,869,6483,"56,17%","6,61%","1,93%","9,42%","3,21%","15,25%","113,02%"
Sandå Sverige AB,5564677119,2010,1382396,464,26203,16150,5835,0,72490,397268,469758,82318,5644,1084,11724,368988,469758,16294,-,643975,-,224853,0,1382860,1939,713,466,37186,-,"5,69%","1,93%","79,94%","2,05%","17,52%","106,96%"
HMB Construction AB,5564830957,2010,633339,-,13209,13757,8060,0,21280,135274,156554,39127,31938,2000,0,83489,156554,2605,-,70389,-,29938,8955,633339,181,3499,569,13838,-,"8,82%","2,18%","3,63%","8,18%","40,03%","162,03%"
Bilfinger Industrial Services Sweden AB,5566816111,2012,543217,-,10213,9589,-3832,0,33844,126649,160494,57305,0,0,0,103189,160494,1451,0,222019,-,97757,0,543217,502,1082,650,16140,"-2,45%","6,48%","1,91%","96,37%","4,32%","35,71%","119,79%"
Åhlin & Ekeroth Byggnads AB,5566847926,2016,918675,-,62769,62731,36281,0,58429,198799,257228,65565,35260,680,0,155723,257228,922,0,124431,-,50823,40000,918675,287,3201,614,63979,"40,85%","24,43%","6,84%","12,70%","4,69%","36,18%","127,66%"
Nordex Sverige AB,5567569792,2018,189762,16551,-60162,-63198,-63198,0,48024,511659,559683,250,0,637,0,558796,559683,2192,0,28292,0,9665,0,206313,45,4217,892,-59482,"3,29%","-10,75%","-31,70%","8,77%","-24,84%","0,04%","90,88%"
Magnolia Bostad AB,5567977078,2018,1054000,81000,164000,22000,7000,0,1492000,2114000,3605000,1093000,0,0,1983000,529000,3605000,19000,0,53000,0,33000,0,1135000,71,14845,1479,164000,"-40,52%","4,77%","16,32%","13,95%","150,38%","30,32%","399,62%"
Logistic Contractor AB,5569386963,2016,841281,88238,170894,173387,76849,0,45025,534456,579481,97534,0,7625,0,474322,579481,3270,-,17917,-,12827,0,929519,32,26290,1275,178214,"94,52%","31,14%","21,45%","100,00%","7,15%","16,83%","112,68%"
MVB Syd AB,5560761214,2016,1024654,-,81849,65946,7032,0,6905,303254,310159,52892,50189,1954,0,205124,310159,-,-,102768,-,40928,0,1024654,266,3852,540,82105,"24,70%","21,27%","6,44%","9,69%","9,58%","29,67%","147,84%"
Gärahovs Bygg Aktiebolag,5565040036,2013,271039,229,3962,5135,3608,0,58148,35038,93186,31590,10001,0,0,51595,93186,1234,-,28056,-,9735,12000,271268,82,3305,483,4447,"7,30%","6,07%","2,09%","22,06%","-6,11%","41,81%","67,48%"
Nåiden Bygg Aktiebolag,5563264216,2017,864620,1604,14613,13606,10387,0,41813,204406,246219,25141,0,1562,70407,149109,246219,2145,-,80902,-,33460,20000,866224,201,4302,621,16074,"23,44%","6,10%","1,74%","18,05%","6,40%","10,21%","137,08%"
Oscar Properties Bygg AB,5568247984,2012,214580,-,1178,1141,650,0,116,83489,83605,11605,806,0,0,71194,83605,0,-,12086,-,4545,0,214580,23,9330,741,1207,"232,74%","1,42%","0,55%","11,22%","5,73%","14,59%","117,27%"
Bilfinger Industrial Services Sweden AB,5566816111,2011,556835,-,15858,15481,10262,0,37491,130139,167630,61138,3407,0,0,103086,167630,1738,-,215928,-,94386,0,556835,536,1039,584,21074,"-4,48%","9,71%","2,92%","96,26%","4,86%","37,97%","123,12%"
Åhlin & Ekeroth Byggnads AB,5566847926,2015,652257,-,48568,48630,25583,0,58991,165370,224362,29284,19360,530,0,175188,224362,888,0,97368,0,37449,0,652257,229,2848,593,49621,"29,45%","21,68%","7,46%","13,61%","-1,51%","19,78%","94,40%"
Nordex Sverige AB,5567569792,2017,183715,77022,-40742,-42364,-42364,0,1367,85180,86547,250,0,862,0,85435,86547,2173,0,31628,0,21438,0,260737,56,3281,948,-39697,"151,55%","-47,07%","-22,18%","53,37%","-0,14%","0,29%","94,17%"
Siemens Gamesa Renewable Energy Aktiebolag,5590788666,2019,1143689,-,29339,26392,20621,0,8238,734412,742650,135071,0,5088,0,602491,742650,-,-,45731,-,22899,0,1143689,78,14663,961,31452,"10,20%","3,98%","2,58%","11,29%","11,53%","18,19%","85,02%"
BAB bygg AB,5566089669,2019,1135746,1597,5764,5118,-460,0,79832,234807,314639,70862,966,3276,21662,217873,314639,0,-,131480,-,54474,0,1137343,300,3786,638,10676,"19,37%","2,19%","0,61%","22,24%","1,49%","22,52%","107,60%"
Magnolia Bostad AB,5567977078,2017,1772000,-,375000,267000,267000,0,1345000,2205000,3550000,991000,180000,0,1633000,745000,3550000,19000,3000,36000,-,25000,0,1772000,52,34077,1538,375000,"75,45%","10,73%","21,50%","23,98%","82,39%","27,92%","295,97%"
Logistic Contractor AB,5569386963,2015,432498,1758,56582,55230,19220,0,50314,148081,198395,60590,0,2911,0,134894,198395,4028,-,14125,-,7674,0,434256,24,18021,1165,63892,"4,10%","29,27%","13,43%","24,40%","3,05%","30,54%","109,78%"
MVB Syd AB,5560761214,2015,821705,-,48554,45196,4286,0,7220,298837,306057,45860,58077,2162,0,199958,306057,-,-,100414,-,37717,0,821705,266,3089,519,49660,"-9,38%","14,78%","5,50%","7,42%","12,03%","29,79%","149,45%"
Gärahovs Bygg Aktiebolag,5565040036,2012,252591,1000,7042,7755,4780,0,59255,39411,98666,25789,9727,0,7000,56150,98666,1058,-,25846,-,9109,0,253591,75,3368,486,7508,"37,57%","8,71%","3,40%","30,64%","-6,63%","33,40%","69,83%"
Nåiden Bygg Aktiebolag,5563264216,2016,700465,1608,26706,26777,21337,0,15993,169978,185971,32882,0,1130,3766,148193,185971,2191,-,61839,-,24787,20000,702073,151,4639,623,27375,"-0,34%","14,51%","3,85%","28,17%","3,11%","17,68%","114,70%"
Oscar Properties Bygg AB,5568247984,2011,64489,-,2038,2037,1085,0,96,15837,15934,1135,532,0,0,14267,15934,-,-,4521,-,1568,0,64489,0,-,-,2038,-,"12,80%","3,16%","15,21%","2,43%","9,58%","101,96%"
Bilfinger Industrial Services Sweden AB,5566816111,2010,582953,-,11081,9640,5656,0,39419,137287,176706,50876,2642,0,0,123188,176706,2453,-,209952,-,81191,0,582953,513,1136,572,15788,-,"6,61%","2,00%","94,74%","2,42%","29,89%","110,69%"
Åhlin & Ekeroth Byggnads AB,5566847926,2014,503868,-,25686,25577,16644,0,15432,83829,99261,18542,7300,1254,0,72166,99261,1249,430,77337,-,28713,0,503868,178,2831,603,26574,"37,64%","26,10%","5,14%","11,15%","2,31%","24,42%","116,16%"
Nordex Sverige AB,5567569792,2016,73034,129395,-46118,-46660,-46660,0,2013,70952,72965,250,0,4445,0,68270,72965,725,-,29560,-,14675,0,202429,53,1378,835,-44850,"-54,52%","-63,12%","-63,07%","38,65%","3,67%","0,34%","88,83%"
Siemens Gamesa Renewable Energy Aktiebolag,5590788666,2018,1037844,-,76024,73173,56884,0,8548,564916,573464,113772,0,215,0,459477,573464,-,-,-,-,-,0,1037844,78,13306,943,78052,"-8,61%","13,27%","7,34%","17,00%","10,16%","19,84%","115,64%"
BAB bygg AB,5566089669,2018,951461,39883,8553,8424,8,0,78103,206987,285090,70839,1049,3611,22541,187050,285090,0,-,129356,-,54674,0,991344,308,3089,617,11753,"17,76%","3,04%","0,91%","21,71%","2,10%","24,85%","110,46%"
Magnolia Bostad AB,5567977078,2016,1010000,14000,355000,265000,265000,0,583000,2172000,2755000,862000,136000,0,1361000,396000,2755000,10000,-,21000,-,13000,0,1024000,42,24048,-,355000,"15,33%","12,99%","35,45%","100,00%","175,84%","31,29%","254,55%"
Logistic Contractor AB,5569386963,2014,415479,727,29229,25727,12415,0,54204,79451,133656,12465,0,3254,48170,69767,133656,1959,-,9772,-,5338,0,416206,19,21867,994,36570,-,"21,89%","7,04%","17,40%","2,33%","9,33%","113,88%"
MVB Syd AB,5560761214,2014,906723,-,68587,58304,10316,0,7813,324117,331929,56574,54326,1741,0,219289,331929,0,-,88340,-,31932,15000,906723,238,3810,505,69912,"5,01%","17,57%","6,43%","8,74%","11,56%","29,81%","147,80%"
Gärahovs Bygg Aktiebolag,5565040036,2011,183614,468,2984,4036,2723,0,38797,34110,72907,21045,8447,0,0,43415,72907,981,-,21444,-,6444,0,184082,59,3112,518,3508,-,"5,89%","2,34%","23,64%","-5,07%","37,40%","60,97%"
Nåiden Bygg Aktiebolag,5563264216,2015,702862,1173,40083,44090,34159,0,17330,134016,151345,39495,0,649,3901,107302,151345,1732,-,48383,-,17958,23950,704035,122,5761,599,40742,"-23,62%","29,21%","6,29%","48,81%","3,80%","26,10%","124,90%"
