company,id,status,actual_status,remark,default_date
Solcentralen i Norden AB,5591846505,aktivt,aktivt,,
Fiberbolagen i Norden AB,5569014235,aktivt,aktivt,,
Z-bygg i Östersund AB,5569394868,aktivt,aktivt,,
Dan Lindgrens Plåtslageri Aktiebolag,5564818630,aktivt,aktivt,,
E M P Bygg AB,5590988647,aktivt,aktivt,,
Bengt Svedberg AB,5590011507,aktivt,aktivt,,
Särvfjällstjänst AB,5592059504,aktivt,aktivt,,
ALEX B byggnadsställningar AB,5567142277,aktivt,aktivt,,
Fjällbyns Entreprenad AB,5569158594,aktivt,aktivt,,
Dyk-Hasse AB,5569067878,aktivt,aktivt,,
Andreas Jacobsson Jämtland AB,5590703376,inaktivt,Registrerad,Konkurs inledd,2020-03-20
Ö. Alenius Rör Aktiebolag,5564007044,aktivt,aktivt,,
MHJ Konsult i Hackås AB,5591575930,aktivt,aktivt,,
C Anderssons Entreprenad AB,5567283204,aktivt,aktivt,,
Frimerts Glas Handelsbolag,9164745086,aktivt,aktivt,,
HÖVIKENS FASTIGHETSBOLAG HANDELSBOLAG,9164747090,aktivt,aktivt,,
Allservice Alaget i Östersund ek. för.,7696204937,aktivt,aktivt,,
Hatten Schakt&Entreprenad Kommanditbolag,9164736994,aktivt,aktivt,,
Revsundsbygdens fibernät ekonomisk förening,7696252480,aktivt,aktivt,,
LAE:s Allservice i Glissjöberg AB,5568163074,aktivt,aktivt,,
Oscar Södergren Design AB,5592129505,aktivt,aktivt,,
P.E Teknik Jämtland AB,5592216807,aktivt,aktivt,,
Toressons Plåtslageri AB,5567901094,aktivt,aktivt,,
Kläppe Bygg och montering AB,5591526065,aktivt,aktivt,,
AB Byggfocus Jämtland,5567725295,aktivt,aktivt,,
Blåsjöfallets Allservice AB,5592060155,aktivt,aktivt,,
MobileInvent Sweden AB,5566391388,aktivt,aktivt,,
Jämtlands Klättercenter AB,5567861900,aktivt,aktivt,,
Tenab AB,5591226237,aktivt,aktivt,,
K. Nordlöf Bygg & Konstruktion AB,5567556872,aktivt,aktivt,,
Anders Hjalmarsson bygg AB,5568732084,aktivt,aktivt,,
Skånöy Bygg AB,5567935431,aktivt,aktivt,,
AB SMADI INTERIOR & STUDIO,5568131188,aktivt,aktivt,,
HT VVS AB,5567860563,aktivt,aktivt,,
Hosjö El Aktiebolag,5564778214,aktivt,aktivt,,
Frelands bygg AB,5590961412,aktivt,aktivt,,
Råskakk AB,5590187323,aktivt,aktivt,,
Liljefelt Bygg AB,5590998646,aktivt,aktivt,,
Workershop Svenska AB,5568189517,aktivt,aktivt,,
Brunflo Bygg & Renovering AB,5592349194,aktivt,aktivt,,
Wenker Form & Design AB,5569819609,aktivt,aktivt,,
Stuguns VVS Aktiebolag,5562295864,aktivt,aktivt,,
Michael Bergman i Östersund AB,5591901847,aktivt,aktivt,,
Dinadi AB,5591192983,aktivt,aktivt,,
Jämtlands InneKlimat AB,5591573711,aktivt,aktivt,,
M. Thorén Aktiebolag,5563739217,aktivt,aktivt,,
JämtInvent AB,5590456116,aktivt,aktivt,,
Shaygan Arkitektkontor AB,5567052054,aktivt,aktivt,,
Krusse Byggservice AB,5569891152,aktivt,aktivt,,
Ställningsbolaget Åre AB,5591009757,aktivt,aktivt,,
Thema Invest i Östersund AB,5590473988,aktivt,aktivt,,
HGC i Östersund AB,5569156184,aktivt,aktivt,,
Hantverkshuset i Östersund AB,5569548877,inaktivt,Registrerad,Konkurs inledd,2019-10-18
ROADHOUSE DESIGN AB,5567803001,aktivt,aktivt,,
Snickarkåren i Åre AB,5566400668,aktivt,aktivt,,
P Bergman Entreprenad AB,5591962476,aktivt,aktivt,,
Jeppes Skogstjänster AB,5592220981,aktivt,aktivt,,
Lindqvist Måleri i Oviken Aktiebolag,5569666513,aktivt,aktivt,,
Kent Lindgren Förartjänst AB,5592114887,aktivt,aktivt,,
Primum Bygg Åre - Östersund AB,5591934400,aktivt,aktivt,,
Hasselqvist Måleri & Bygg Åre AB,5591933741,aktivt,aktivt,,
Åre Produktion Fastighet AB,5569735953,aktivt,aktivt,,
840 Bygg & Fritid AB,5591499370,aktivt,aktivt,,
Flow Bygg & Design i Umeå AB,5568416811,aktivt,aktivt,,
Ärsn Bygg AB,5592061252,aktivt,aktivt,,
Tredcon Sweden AB,5568992084,aktivt,aktivt,,
deBrito deSign AB,5569209546,aktivt,aktivt,,
Romegårds El Aktiebolag,5561782623,aktivt,aktivt,,
Arnessons Entreprenad i Hede AB,5569344541,aktivt,aktivt,,
Kommanditbolaget Martin Hall,9164738362,aktivt,aktivt,,
L.F - Fix Kommanditbolag,9697584309,aktivt,aktivt,,
Aktiebolaget KronIngen,5564345709,aktivt,aktivt,,
LJ Service i Sveg Handelsbolag,9697069228,aktivt,aktivt,,
Powerlineman AB,5590094800,aktivt,aktivt,,
Hagen Ventilation AB,5592189822,aktivt,aktivt,,
Hästsportarena i Åre Ekonomisk förening,7696126015,aktivt,aktivt,,
JL Värme & Kyla AB,5592236425,aktivt,aktivt,,
Filip Nilsson Bygg AB,5592026693,aktivt,aktivt,,
ByggDuo I Jämtland Handelsbolag,9697918192,aktivt,aktivt,,
Archinova AB,5591971196,aktivt,aktivt,,
Brunnsborrarna Ederwall & Eriksson Aktiebolag,5562427400,aktivt,aktivt,,
Fjelltopp AB,5591714703,aktivt,aktivt,,
Hector & Törnqvist Invest AB,5591738249,aktivt,aktivt,,
KM Konsult på Frösön Aktiebolag,5568780778,aktivt,aktivt,,
Mer Bygg i Jämtland AB,5591139521,aktivt,aktivt,,
Algusan AB,5590492582,aktivt,aktivt,,
TS Klinkers i Hackås AB,5569020646,aktivt,aktivt,,
Grett Direkt AB,5568829930,aktivt,aktivt,,
NORRLANDS MONTÖRERNA AB,5591118202,aktivt,aktivt,,
Häffner Bygg & Kakel AB,5567282248,aktivt,aktivt,,
Jämtlands Byggservice AB,5592067010,aktivt,aktivt,,
JRM Spray AB,5590749395,aktivt,aktivt,,
G & M Major AB,5569675118,aktivt,aktivt,,
Kjellberg Väghyvlar AB,5565148094,aktivt,aktivt,,
AB MINJO,5567893358,aktivt,aktivt,,
Mats Kålen AB,5590462692,aktivt,aktivt,,
Byggteknik i Lit AB,5562665504,aktivt,aktivt,,
FQ Teknik Aktiebolag,5565112645,aktivt,aktivt,,
Åre Snickarn AB,5567495071,aktivt,aktivt,,
Golvservice i Östersund AB,5591850473,aktivt,aktivt,,
MRB Vikbäcken AB,5592214489,aktivt,aktivt,,
Stråhle Mikael Construction Company AB,5567333173,aktivt,aktivt,,
Norrstun AB,5563152189,aktivt,aktivt,,
B/E design AB,5591969570,aktivt,aktivt,,
TJ Konsult och Entreprenad Aktiebolag,5564132248,aktivt,aktivt,,
Stuguby Konsult AB,5590618616,aktivt,aktivt,,
Gehör AB,5591321798,aktivt,aktivt,,
Tomas Sandström byggkonsult AB,5591837637,aktivt,aktivt,,
H Johansson Frösön AB,5569543175,aktivt,aktivt,,
BJ Byggkvalitet AB,5591425185,aktivt,aktivt,,
JN Projekt i Åre AB,5565986030,aktivt,aktivt,,
Byggverket i Jämtland AB,5591532881,aktivt,aktivt,,
Wembrands World AB,5568306897,aktivt,aktivt,,
Hellby's i Helleberg Aktiebolag,5563158434,aktivt,aktivt,,
JämtSäker AB,5569234361,aktivt,aktivt,,
Jemtland Network Systems AB,5564316692,aktivt,aktivt,,
VPAL AB,5564001161,aktivt,aktivt,,
Östersunds Gräs och Trädgård AB,5591195242,aktivt,aktivt,,
TAKSAK Aktiebolag,5562597608,aktivt,aktivt,,
Periferi film o form Handelsbolag,9696336008,aktivt,aktivt,,
Handelsbolaget Anderssons Linjetrafik,9164721681,aktivt,aktivt,,
Frösö-Valla i Jämtland Bygg Aktiebolag,5563824621,aktivt,aktivt,,
Härjedalens ROT & Fastighetsservice AB,5568299688,aktivt,aktivt,,
LRH Montage i Östersund AB,5592142292,aktivt,aktivt,,
Tullus Bygg & Entreprenad AB,5592181555,aktivt,aktivt,,
Söder Entreprenad AB,5592183031,aktivt,aktivt,,
H2 Byggarna AB,5592279979,aktivt,aktivt,,
Härjedalens Byggkonsult AB,5563572444,aktivt,aktivt,,
Hedung Konsulter Aktiebolag,5562638634,aktivt,aktivt,,
Stina Torén AB,5568857063,aktivt,aktivt,,
Kreativ Bureau Sweden AB,5568377310,aktivt,aktivt,,
P-Å:s El i Lillhärdal Aktiebolag,5565009148,aktivt,aktivt,,
Mickes Byggnadsplåtslageri i Stugun AB,5568363732,aktivt,aktivt,,
Hede Rör Aktiebolag,5564234606,aktivt,aktivt,,
Aktiebolaget Anders Dahlin,5561824888,aktivt,aktivt,,
KA Rune.P AB,5590591490,aktivt,aktivt,,
Östnår Byggservice AB,5591496962,aktivt,aktivt,,
Bizion Jan Jörgensen AB,5568764079,aktivt,aktivt,,
IKC Konsult AB,5569292716,aktivt,aktivt,,
Helge Vent Aktiebolag,5568280985,aktivt,aktivt,,
Orell Invest AB,5566493119,aktivt,aktivt,,
Sven Eilert Eriksson AB,5591350474,aktivt,aktivt,,
JohanSandler AB,5590642475,aktivt,aktivt,,
Grelssons Byggservice AB,5591975015,aktivt,aktivt,,
Svante Wikström Entreprenadkontroll               Aktiebolag,5564728946,aktivt,aktivt,,
Brew or Die AB,5569220881,aktivt,aktivt,,
J Eriksson Bygg Mark Svets AB,5590648282,aktivt,aktivt,,
Rödögårdens Husdoktor AB,5590655055,aktivt,aktivt,,
Daniel Messelt AB,5591745780,aktivt,aktivt,,
Fjällmark Bygg Aktiebolag,5566053400,aktivt,aktivt,,
Sörviks Måleri Aktiebolag,5563671675,aktivt,aktivt,,
INNOVALIT AB,5569085334,aktivt,aktivt,,
SOMWIL AB,5566552526,aktivt,aktivt,,
KEB Ventilation AB,5566163589,aktivt,aktivt,,
GSJ DAMSAFETY AB,5592032212,aktivt,aktivt,,
Swedish Clear Water Technology AB,5591225155,aktivt,aktivt,,
K. & E. Wessmans Byggnads Aktiebolag,5561096719,aktivt,aktivt,,
Ånäset Invest AB,5568558554,aktivt,aktivt,,
Byggmästare Ingvar Borg AB,5565995569,aktivt,aktivt,,
Handelsbolaget Östersunds Energi och VA-Bygg,9164732266,aktivt,aktivt,,
Peter & Kim Golvmontage Handelsbolag,9697852417,aktivt,aktivt,,
MBM Entreprenad Handelsbolag,9697428002,aktivt,aktivt,,
Aktiebolaget J. Liboms Konstruktionsbyrå,5561011163,aktivt,aktivt,,
Ateljé AD Handelsbolag,9168400035,aktivt,aktivt,,
SPISHUSET Östersund Handelsbolag,9164744931,aktivt,aktivt,,
Gillbergs Värme & Sanitet Handelsbolag,9164732076,aktivt,Registrerad,,
Byggjemte AB,5592260177,aktivt,aktivt,,
Sören Eriksson Byggkonsult AB,5568435407,aktivt,aktivt,,
Fatlimo AB,5590056510,aktivt,aktivt,,
Storvallen Bygg AB,5567510481,aktivt,aktivt,,
Åkerhagen Service AB,5591184626,aktivt,aktivt,,
Petter-Ers kusvaersk AB,5590445382,aktivt,aktivt,,
Olssons Bygg- & Markkonsult i Lundsjön AB,5569163222,aktivt,aktivt,,
M Selins EL AB,5590292628,aktivt,aktivt,,
Tinstall AB,5590001227,aktivt,aktivt,,
Hedklints solenergi AB,5591603088,aktivt,aktivt,,
HeddaLi AB,5590940630,aktivt,aktivt,,
Lennart Köpsén Arkitekt AB,5568315328,aktivt,aktivt,,
AB Balstaån,5568699101,aktivt,aktivt,,
Haugskott Consulting AB,5568970163,aktivt,aktivt,,
SB Tak & Tätskikt AB,5569993487,aktivt,aktivt,,
SteJ Äventyrligt AB,5590473970,aktivt,aktivt,,
Huddinge Glömsta Entreprenad AB,5590316872,aktivt,aktivt,,
SDAB FÖRVALTNING AB,5568919772,aktivt,aktivt,,
Fjällgruppen i Åre AB,5591243760,aktivt,aktivt,,
Ås Golv & Byggservice AB,5591544233,aktivt,aktivt,,
BERGS TUNNELINREDNING & ENTREPRENAD AB,5592003148,aktivt,aktivt,,
J. Pettersson El & VVS Teknik i Funäsdalen        Aktiebolag,5563613834,aktivt,aktivt,,
Hans-Gunnar Nilsson Aktiebolag,5563415255,aktivt,aktivt,,
Björn Hasselbom Byggkonsult AB,5569838278,aktivt,aktivt,,
Buskjens AB,5566974258,aktivt,aktivt,,
Wiesner Projekt AB,5591230015,aktivt,aktivt,,
Lunne AB,5591263529,aktivt,aktivt,,
Team Aktiv AB,5567631444,aktivt,aktivt,,
Abraham i Bruksvallarna AB,5591195226,aktivt,aktivt,,
Lösullsspecialisten i Härjedalen AB,5591188809,aktivt,aktivt,,
Oppat AB,5591682884,aktivt,aktivt,,
Bygg och Alltjänst i Sthlm AB,5568986771,aktivt,aktivt,,
Åretotten AB,5568644909,aktivt,aktivt,,
Landsbygdskraft i Norr AB,5568155526,aktivt,aktivt,,
Våle 1 30 AB,5591671804,aktivt,aktivt,,
DUVED VVS Aktiebolag,5561917732,aktivt,aktivt,,
Bydén Jamtland AB,5567707277,aktivt,aktivt,,
Persa Entreprenad AB,5569220832,aktivt,aktivt,,
Övsjö Fastighetsservice AB,5569985202,inaktivt,Registrerad,Konkurs inledd,2020-11-20
Dähliehuset projekt AB,5566980727,aktivt,aktivt,,
Aktiebolaget Egon Henrikssons Traktor,5560659541,aktivt,aktivt,,
Jämtlands läns Schaktförmedling Ekonomisk Förening,7932001055,aktivt,aktivt,,
AMC Entreprenad AB,5568534977,aktivt,aktivt,,
Östersunds Tak & Bygg Kommanditbolag,9697275007,aktivt,aktivt,,
Jonassons Montage AB,5592158868,aktivt,aktivt,,
FyrtioEttTretti AB,5592218837,aktivt,aktivt,,
M.S Riv & Byggtjänst i Brunflo AB,5568208648,aktivt,aktivt,,
CONCHRIS CONTROLLER & CONSTRUCTION AB,5569382764,aktivt,aktivt,,
Kvarnholmens Måleri AB,5569682429,aktivt,aktivt,,
HVT Härjedalens väghyvelteknik AB,5565816732,aktivt,aktivt,,
Portexpo i Östersund Aktiebolag,5566373691,aktivt,aktivt,,
Jemtland CustomPaints AB,5569684383,aktivt,aktivt,,
Nälden bygg & isolering AB,5567262372,aktivt,aktivt,,
Aimtracker AB,5591862478,aktivt,aktivt,,
PQ 63 i Östersund AB,5566295399,aktivt,aktivt,,
O.A Kanel service AB,5567481089,aktivt,aktivt,,
Frankid AB,5568033871,aktivt,aktivt,,
Fri Kraft AB,5569376865,aktivt,aktivt,,
Wallén & Halvarsson Röraktiebolag,5560602970,aktivt,aktivt,,
LD VVS AB,5590157011,aktivt,aktivt,,
JRZ Consulting & property management AB,5590181268,aktivt,aktivt,,
Formlogi AB,5566528021,aktivt,aktivt,,
Arkitekt Odd Aanesen AB,5590200084,aktivt,aktivt,,
Symetri-Byggtjänst Aktiebolag,5561799775,aktivt,aktivt,,
Mariedal i Östersund AB,5590131552,aktivt,aktivt,,
EntreprenadMasen i Sverige AB,5590862230,inaktivt,Registrerad,Konkurs inledd,2020-09-11
Skyltreklam och Byggservice i Krokom AB,5564438058,aktivt,aktivt,,
Acriseigan AB,5591136212,aktivt,aktivt,,
9:an Entreprenad AB,5590776018,aktivt,Registrerad,,
Byggkompaniet Lennart Bengtsson AB,5568739311,aktivt,aktivt,,
Sikåskälen 1:31 AB,5566285440,aktivt,aktivt,,
C. Thomas O. Anderson AB,5565777306,aktivt,aktivt,,
Tumspiken Invest AB,5590350772,aktivt,aktivt,,
Kreativitet och Design i Sverige AB,5568550163,aktivt,aktivt,,
ctrlA AB,5569836363,aktivt,aktivt,,
Carlslund Snickeri i Östersund AB,5568401045,aktivt,aktivt,,
Jämtlands Prefab Montage AB,5568738966,aktivt,aktivt,,
Woxa AB,5561577841,aktivt,aktivt,,
Välje Miljömåleri AB,5566362280,aktivt,aktivt,,
BNKROK AB,5591476774,aktivt,aktivt,,
Zpyke AB,5592007941,aktivt,aktivt,,
JaViJu AB,5563736031,aktivt,Registrerad,,
TP Resurs AB,5567196034,aktivt,aktivt,,
Jekaby fastigheter AB,5568644669,aktivt,aktivt,,
SME DESIGN HANDELSBOLAG,9164734338,aktivt,aktivt,,
Carlvick Handelsbolag,9697707975,aktivt,aktivt,,
Naumans Värme Handelsbolag,9164747959,aktivt,aktivt,,
Ridecycles Åre Handelsbolag,9697701226,aktivt,aktivt,,
T & J Landéns Bygg & Snickerier Handelsbolag,9696055897,aktivt,aktivt,,
Väst Jämtska BYGG Handelsbolag,9697552462,aktivt,aktivt,,
Arctic Core Drilling A/S (Grönland) filial,5164095795,aktivt,aktivt,,
NHP Sverige AB,5590679584,aktivt,aktivt,,
Åredalens VVS AB,5566292024,aktivt,Registrerad,,
Lene Krogstadholm AB,5569012577,aktivt,Registrerad,,
Hjalmkraft AB,5592204399,aktivt,aktivt,,
Nylunds Markservice AB,5592269293,aktivt,aktivt,,
Alltjänst i Valne AB,5592329808,aktivt,aktivt,,
Rundhögen Invest AB,5590324934,aktivt,aktivt,,
Comnera Innovation AB,5569194482,aktivt,aktivt,,
Hjorts Transport AB,5567821789,aktivt,aktivt,,
Åre Hamrebacken Fastigheter AB,5567608905,aktivt,aktivt,,
Sjööns Tak & Montage AB,5591082846,aktivt,aktivt,,
Aktiebolaget ASFATEK Asfaltligan,5563523124,aktivt,aktivt,,
Grön Isolering AB,5568902844,aktivt,aktivt,,
SveMag AB,5569266256,aktivt,aktivt,,
S.H. Marklunds El Aktiebolag,5562561810,aktivt,aktivt,,
Hans L Hansson Byggare Aktiebolag,5565852646,aktivt,aktivt,,
Ränningarnas Aktiebolag,5562420579,aktivt,aktivt,,
WIBOSS AB,5569272437,aktivt,aktivt,,
Björnen By AB,5590729413,aktivt,aktivt,,
Strato Information AB,5567820716,aktivt,aktivt,,
KJ Mark & Bygg AB,5566821145,aktivt,aktivt,,
Elmontage i Östersund AB,5569102378,aktivt,aktivt,,
Norrlands Industrilokaler Aktiebolag,5564264421,aktivt,aktivt,,
Elteknik Per Berglund AB,5569985186,aktivt,aktivt,,
Brogården Trading AB,5566581988,aktivt,aktivt,,
Fastighetsbolaget Strådalen AB,5569591158,aktivt,aktivt,,
Eias Byggteknik AB,5567546204,aktivt,aktivt,,
AMSTRANDH handelsbolag,9697761337,aktivt,aktivt,,
Sprängservice Nälden Aktiebolag,5562158419,aktivt,aktivt,,
JemtSka Östersund AB,5567805576,aktivt,aktivt,,
Mätservice i Jämtland AB,5566132931,aktivt,Registrerad,,
Fastighetssnabben Åre AB,5563888634,aktivt,aktivt,,
Sissi Kew AB,5566154836,aktivt,aktivt,,
Sven Kahlbäck Entreprenad AB,5563937845,aktivt,Registrerad,,
Storsjö rör och svets AB,5566731138,aktivt,aktivt,,
S-E Engströms Maskinaktiebolag,5561885558,aktivt,aktivt,,
Hannah Breger Design Barossa Aktiebolag,5562925163,aktivt,aktivt,,
KMF Entreprenad Handelsbolag,9697419522,aktivt,aktivt,,
Rätans El Handelsbolag,9164747066,aktivt,aktivt,,
Sidera Event AB,5569511982,aktivt,aktivt,,
GERIODOR IBC AB,5591286249,inaktivt,Registrerad,Konkurs inledd,2020-06-15
CG Traktor AB,5590426424,aktivt,aktivt,,
Kiro Schakt i Fåker Handelsbolag,9697047679,aktivt,aktivt,,
Hovdevallen AB,5564045895,aktivt,Registrerad,,
Gerko Aktiebolag,5563509008,aktivt,aktivt,,
PO i Jämtland AB,5567352165,aktivt,aktivt,,
Vestbergs Entreprenad i Hammarstrand AB,5566116074,aktivt,aktivt,,
WestJemtlands Transport AB,5590792106,aktivt,aktivt,,
Fiaktra AB,5568954621,aktivt,aktivt,,
Christer Pettersson Entreprenad Handelsbolag,9164732043,aktivt,aktivt,,
Mar-Con AB,5567711212,aktivt,aktivt,,
Uphill AB,5566671490,aktivt,aktivt,,
Rorjouren i Harjedalen Ltd UK Filial,5164044363,aktivt,aktivt,,
Frisks Virkestransporter AB,5569183873,aktivt,aktivt,,
Håtråns Hantverk o Musik Handelsbolag,9697502186,aktivt,aktivt,,
Åke Friberg Förvaltnings AB,5566667514,aktivt,aktivt,,
Härjulfs Resor AB,5567376578,aktivt,aktivt,,
Stuguns Åkeriservice Aktiebolag,5561730226,aktivt,aktivt,,
ROVISOL AB,5590179767,aktivt,aktivt,,
No Speed AB,5568820046,aktivt,aktivt,,
Byggresursen Entreprenad i Jämtland AB,5567557011,aktivt,aktivt,,
Licenssvets i Jämtland AB,5567606354,aktivt,Registrerad,,
Millcreek Wind i Stigared AB,5569324055,aktivt,aktivt,,
JW INVEST I ÖSTERSUND AB,5590757703,aktivt,aktivt,,
Nolby Bygg Aktiebolag,5563725349,aktivt,aktivt,,
Elteknik Carl Einar Ohlsson Aktiebolag,5562648617,aktivt,aktivt,,
Roger Erikssons Måleri i Lit Aktiebolag,5563649465,aktivt,aktivt,,
ÖZÄTA AB,5565770285,aktivt,aktivt,,
Valterssons Entreprenad & Hyrmaskiner AB,5590163936,aktivt,aktivt,,
SCHAKTIS AB,5568152069,aktivt,aktivt,,
Jämtvind Gedungsen AB,5569731549,aktivt,aktivt,,
Byggkompetens & Event i Lit AB,5568368376,aktivt,aktivt,,
DN Maskin Handelsbolag,9697808435,aktivt,aktivt,,
H B Rosell AB,5567025365,aktivt,aktivt,,
Ikast Holding AB,5567396626,aktivt,aktivt,,
Fredrik Axne Bygg AB,5567824650,aktivt,aktivt,,
Till Din Tjänst i Östersund AB,5565591327,aktivt,aktivt,,
Östh's Bygg- och Snickeri Kommanditbolag,9164729908,aktivt,aktivt,,
WINTERS BYGGTJENESTER AS,5020768809,aktivt,aktivt,,
Holy Moses AB,5567750855,aktivt,aktivt,,
Ikast Miljö & Mark Aktiebolag,5564638434,aktivt,aktivt,,
Kellermats arkitektur AB,5567904445,aktivt,aktivt,,
H. Fjellströms Bygg & Entreprenadtjänst           i Östersund AB,5592267875,aktivt,aktivt,,
Sportkläder i Krokom Handelsbolag,9164735731,aktivt,aktivt,,
Västbygden Energi AB,5568580434,aktivt,aktivt,,
Sydbrinks Gräv Handelsbolag,9164681158,aktivt,aktivt,,
JP Vind AB,5567549174,aktivt,aktivt,,
Lorica Holding AB,5568015746,aktivt,aktivt,,
"Forsbergs Glasmästeri Nisse ""Skepparn""            Johansson Aktiebolag",5563910727,aktivt,aktivt,,
Digerbergets gård Aktiebolag,5563951317,aktivt,aktivt,,
Värme och Kylteknik i Jämtland AB,5591768659,aktivt,aktivt,,
Wärmdö Pumpservice Aktiebolag,5562342021,aktivt,aktivt,,
Bestla AB,5591884217,aktivt,aktivt,,
Repsonova Construction AB,5568505043,aktivt,aktivt,,
Magnus på Berget AB,5567712673,aktivt,aktivt,,
Grafisk Kompetens Sverige AB,5568300916,aktivt,aktivt,,
Bolag Sverker AB,5591294052,aktivt,aktivt,,
Fredrik Eriksson AB,5591777734,aktivt,aktivt,,
Mattias Iversen Holding AB,5569551236,aktivt,aktivt,,
Rödkullen Panorama AB,5590107263,aktivt,aktivt,,
Höglandet i Lofsdalen AB,5590832324,aktivt,aktivt,,
G Storensten Konsult AB,5568410228,aktivt,aktivt,,
MIJOLI AB,5592293616,aktivt,aktivt,,
ERINIL EntreprenadTjänst AB,5590878335,aktivt,aktivt,,
LINCON AB,5568655871,aktivt,aktivt,,
Z-fog AB,5569011926,aktivt,aktivt,,
Arbetsmiljö & Säkerhet Consulting Norrland AB,5568919087,aktivt,aktivt,,
Firelight AB,5591753719,aktivt,aktivt,,
Lavato Group AB,5591768022,aktivt,aktivt,,
RB Funäsdalen AB,5568163017,aktivt,aktivt,,
Aphatech AB,5591334882,aktivt,aktivt,,
Construction Technologies Scandinavia AB,5591113328,aktivt,Registrerad,,
Johan Edholm AB,5590676465,aktivt,aktivt,,
L. Jonsson Holding AB,5590018114,aktivt,aktivt,,
Cörrent Carbon Components AB,5592058381,aktivt,aktivt,,
Grand bleu i Åre AB,5568687031,aktivt,aktivt,,
Multiteknik Jämtland AB,5569985368,aktivt,aktivt,,
Skrupp AB,5592339286,aktivt,aktivt,,
Fredrik Karlstedt Byggprojekt i Östersund AB,5569533614,aktivt,aktivt,,
Karlsson i Bledäng AB,5590151121,aktivt,aktivt,,
MSE Berg AB,5590339924,aktivt,aktivt,,
Ergostone AB,5591513816,aktivt,aktivt,,
PBPara AB,5592458052,aktivt,aktivt,,
Frösö Bygg AB,5592697840,aktivt,aktivt,,
Retor Handelsbolag,9167617084,aktivt,Registrerad,,
Nimoz Elinstallation AB,5592386022,aktivt,aktivt,,
P Lundin Skog & Mark i Östnår AB,5592489024,aktivt,aktivt,,
Nacksving AB,5592346992,aktivt,aktivt,,
Elrite AB,5592646698,aktivt,aktivt,,
Nilsson Färg & Kakel AB,5592556442,aktivt,aktivt,,
JN Pro Design Bygg AB,5592498603,aktivt,aktivt,,
Ulf och Sune Bygg AB,5592635857,aktivt,aktivt,,
Kakel och Bad i Jämtland AB,5592497878,aktivt,aktivt,,
Åre Byggprojektering AB,5592547797,aktivt,aktivt,,
Solenergibolag1 i Sverige AB,5592423957,aktivt,aktivt,,
Stefan Larsson Byggtjänst AB,5592614217,aktivt,aktivt,,
Vareberg Bygg & Snickeri AB,5592737240,aktivt,aktivt,,
Brunnsborrarn i Jämtland AB,5592450646,aktivt,aktivt,,
PlaneraMera i Östersund AB,5566758248,aktivt,Registrerad,,
Vinälvens Bygg AB,5592604606,aktivt,aktivt,,
Safe At Site AB,5590975503,aktivt,aktivt,,
P-JAN CONSULTING AB,5592718885,aktivt,aktivt,,
Björnberget Entreprenad AB,5592654668,aktivt,aktivt,,
Stefan Tornberg i Åre AB,5592373269,aktivt,aktivt,,
lasse.mark AB,5591984389,aktivt,aktivt,,
Isakssons Måleri i Östersund AB,5592533300,aktivt,aktivt,,
Gomil AB,5592593593,aktivt,aktivt,,
Jamtgard AB,5592338791,aktivt,aktivt,,
Bengt Skylare Elkonsultation AB,5590927918,aktivt,aktivt,,
Nordin & Olsson AB,5592650138,aktivt,aktivt,,
Sussies Måleri AB,5592545312,aktivt,aktivt,,
Viktors VVS AB,5592608813,aktivt,aktivt,,
Hammare Sax & Tång Plåtslageri Mörsil AB,5592527138,aktivt,aktivt,,
EDE FYLLNADSJORD,8932013470,aktivt,aktivt,,
Häggenås El AB,5592492150,aktivt,aktivt,,
Jämtlandshus AB,5592091390,aktivt,aktivt,,
HP Mud & Snow AB,5592605421,aktivt,aktivt,,
Edsåsdalens Tomtutveckling Handelsbolag,9697439702,aktivt,aktivt,,
Waplan Bygg AB,5569873101,aktivt,aktivt,,
Keybit AB,5592440613,aktivt,aktivt,,
Blowweld AB,5592652555,aktivt,aktivt,,
Ottosson Construction AB,5592030653,aktivt,aktivt,,
Norrelektriska Östersund AB,5592287147,aktivt,aktivt,,
Gräv i Åre AB,5592533276,aktivt,aktivt,,
Emil Karlsson Entreprenad AB,5592374929,aktivt,aktivt,,
Recon AB,5592420375,aktivt,aktivt,,
Nya Strindlunds El AB,5592112881,aktivt,aktivt,,
Tänndalens Mark & Byggnads AB,5569969347,aktivt,aktivt,,
EPJ Bygg i Jämtland AB,5592737877,aktivt,aktivt,,
Freskgård Entreprenad AB,5592341530,aktivt,aktivt,,
Jämtlands Glas & Montage AB,5590325295,inaktivt,inaktivt,Konkurs avslutad,2020-11-17
N Helmersson Måleri AB,5592349236,aktivt,aktivt,,
Anpeer El AB,5591782189,aktivt,aktivt,,
Gällö Bygg & Teknik AB,5592355316,aktivt,aktivt,,
Mo Bygg AB,5592386451,aktivt,aktivt,,
BOTHNIA HANDEL & HANTERING AB,5592306764,aktivt,aktivt,,
WP Bygg AB,5592310279,aktivt,aktivt,,
Milde Gruppen AB,5592365083,aktivt,aktivt,,
Morins Fönsterhantverk & Snickeri AB,5592368749,aktivt,aktivt,,
J.S.B Spårservice AB,5592336027,aktivt,aktivt,,
Plumber Jämtland AB,5592336696,aktivt,aktivt,,
Stedek AB,5592641046,aktivt,aktivt,,
